The Eminence in Shadow,2,2022, /- ,8,5,2,10,5
That Time I Got Reincarnated as a Slime,3,2018, /- ,8,5,2,10,5
Overlord,4,2015, /- ,8,5,2,10
The Misfit of Demon King Academy,2,2020, /- ,8,5,2,10,1
The Irregular at Magic High School,3,2014, /- ,8,5,2,7,10
Mushoku Tensei: Jobless Reincarnation,2,2021, /- ,8,5,10,14
Wise Man’s Grandchild,1,2019,2019,8,5,2,10,1
Arifureta: From Commonplace to World's Strongest,3,2019, /- ,8,5,2,10,1
How Not to Summon a Demon Lord,2,2018,2021,8,5,5,10,1
The Rising of the Shield Hero,3,2019, /- ,8,5,2,10,14
No Game No Life,1,2014,2014,8,5,5,10,7
Cautious Hero,1,2019,2019,8,5,2,10,5
Saga of Tanya the Evil,1,2017, /- ,8,5,2,7,10
The Dungeon of Black Company,1,2021,2021,8,5,5,10
Tsukimichi: Moonlit Fantasy,2,2021, /- ,8,5,2,10,5
Skeleton Knight in Another World,1,2022,2022,8,5,2,10
In the Land of Leadale,1,2022,2022,8,5,10,5
Uncle from Another World,1,2022,2023,8,5,5,10
Reincarnated as a Sword,1,2022, /- ,8,5,2,10
Trapped in a Dating Sim,1,2022, /- ,8,5,5,10,1
The Greatest Estate Developer,1,2024, /- ,13,5,5,10
Sword Art Online,3,2012, /- ,8,5,2,10,1,7
One Punch Man,3,2015, /- ,8,5,2,5,4
Mob Psycho 100,3,2016,2022,8,5,2,5,3
Hellsing Ultimate,1,2006,2012,8,5,2,3,11
Death March to the Parallel World Rhapsody,1,2018,2018,8,5,10,2,1
The Reincarnation of the Strongest Exorcist,1,2023,2023,8,5,10,2,1
Aesthetica of a Rogue Hero,1,2012,2012,8,5,2,1,10
Strike the Blood,4,2013, /- ,8,5,2,10,1
World Break: Aria of Curse for a Holy Swordsman,1,2015,2015,8,5,2,10,1
Trinity Seven,1,2014, /- ,8,5,10,1,5
Demon King Daimao,1,2010,2010,8,5,10,1,5
Farming Life in Another World,1,2023,2023,8,5,10,5,1
Chivalry of a Failed Knight,1,2015,2015,8,5,2,1,10
Am I Actually the Strongest?,1,2023,2023,8,5,10,5,1
The King's Avatar,2,2017, /- ,13,5,2,7
Noblesse,1,2020,2020,8,5,2,3,10
"Bastard!! -Heavy Metal, Dark Fantasy-",2,2022, /- ,8,5,2,10,1
Legend of the Legendary Heroes,1,2010,2010,8,5,10,2
Akashic Records of Bastard Magic Instructor,1,2017,2017,8,5,10,5
Classroom of the Elite,3,2017, /- ,8,5,12,14
Haven't You Heard? I'm Sakamoto,1,2016,2016,8,5,5
Golgo 13,1,2008,2009,8,5,2,12
Code Geass,2,2006,2008,8,5,7,12,14
I Was Reincarnated as the 7th Prince,2,2024, /- ,8,5,10,5
Failure Frame,1,2024,2024,8,5,2,10
Chillin' in Another World with Level 2 Super Cheat Powers,1,2024,2024,8,5,10,1
Black Summoner,1,2022,2022,8,5,2,10,1
The World's Finest Assassin,1,2021, /- ,8,5,2,10,1
My Instant Death Ability is So Overpowered,1,2024,2024,8,5,2,5
Re:Monster,1,2024,2024,8,5,10,2
My Isekai Life,1,2022,2022,8,5,10,2
The Strongest Sage with the Weakest Crest,1,2022,2022,8,5,10,2
Berserk of Gluttony,1,2023,2023,8,5,2,10
The Greatest Demon Lord Is Reborn as a Typical Nobody,1,2022,2022,8,5,10,2,1
Ragna Crimson,1,2023,2024,8,5,2,10
Bofuri,2,2020, /- ,8,5,5,10,7
Kaminaki Sekai no Kamisama Katsudou,1,2023,2023,8,5,5,10
I Parry Everything,1,2024,2024,8,5,2,10
Demon Lord 2099,1,2024, /- ,8,5,7,10,1
The Strongest Tank's Labyrinth Raid,1,2024,2024,8,5,2,10,1
The Aristocrat’s Otherworldly Adventure,1,2023,2023,8,5,10,1
The Hidden Dungeon Only I Can Enter,1,2021,2021,8,5,10,1
The Unwanted Undead Adventurer,1,2024,2024,8,5,2,10
Wistoria: Wand and Sword,1,2024, /- ,8,5,2,10
Dead Mount Death Play,1,2023,2023,8,5,10,3,12
The 8th Son? Are You Kidding Me?,1,2020,2020,8,5,10,1
Shangri-La Frontier,2,2023, /- ,8,5,2,10
Drifters,1,2016,2016,8,5,2,10
One Outs,1,2008,2009,8,5,12,14
Loner Life in Another World,1,2024, /- ,8,5,2,10
Even Given the Worthless 'Appraiser' Class,1,2025, /- ,8,5,10,1
The Wrong Way to Use Healing Magic,1,2024,2024,8,5,2,10
Tsuyokute New Saga,1,2025, /- ,8,5,2,10,1
Solo Leveling,2,2024, /- ,8,5,2,10,7
Unnamed Memory,2,2024, /- ,8,5,10,1
I'm a Noble on the Brink of Ruin,1,2025, /- ,8,5,10,2
Villain Initialization,1,2024, /- ,13,5,2,7,4
The Brilliant Healer's New Life in the Shadows,1,2024, /- ,8,5,10,2,1
Kaiju No. 8,2,2024, /- ,8,5,2,3,7
The Beginning After the End,1,2025, /- ,8,5,10,2,1
I’m the Evil Lord of an Intergalactic Empire!,1,2025, /- ,8,5,7,10,1
The Water Magician,1,2025, /- ,8,5,10,2,1
My Status as an Assassin Obviously Exceeds the Hero's,1,2025, /- ,8,5,10,2,1
A Gentle Noble's Vacation Recommendation,1,2025, /- ,8,5,10,5
Reincarnated as a Neglected Noble,1,2025, /- ,8,5,10,2
Reborn as a Vending Machine,2,2023, /- ,8,5,10,5
A Wild Last Boss Appeared!,1,2025, /- ,8,5,10,2
The Red Ranger Becomes an Adventurer,1,2025, /- ,8,5,2,10,5
The Daily Life of the Immortal King,5,2020, /- ,13,5,10,5,1
Sentenced to Be a Hero,1,2025, /- ,8,5,2,10
From Old Country Bumpkin to Master Swordsman,1,2025, /- ,8,5,2,10
Headhunted to Another World,1,2025, /- ,8,5,10,1
