Die Heart,2,2018,2020,5,4,2,5
Supernatural,15,2015,2024,5,5,2,3,5,10,12,20
Dragon Prince,7,2018,2024,5,4,1,2,6,9,10
Rise of the Empires Ottoman,2,2021,2022,3,4,2,13,2
Cunk on Earth,1,2021,2021,1,4,5,13
The Sandman,1,2022,2022,1,5,3,10,20
Last Week Tonight,11,2006, /- ,5,5,5,13
In Love All Over Again,1,2022,2022,5,3,1,14
Daisy Jones & The Six,1,2023,2023,5,4,1,13
The Winchesters,1,2022,2022,5,3,1,2,3,12,20
The Boss Baby: Back in Crib,1,2022,2022,5,3,5,6,9
Citadel,1,2022,2022,5,4,2,12,17
True Lies,2,2023,2024,5,0,1,2,5,12,20
The Winter King,1,2022,2022,1,4,2,16
Maxton Hall: The World Between Us,1,2024, /- ,3,4,1,14
Kaiju No.8,1,2024, /- ,8,5,2,6,12
Billy the Kid,2,2022,2023,5,3,2,15
Hawkeye,1,2021,2021,5,4,2,4,7
Log Horizon,3,2013,2016,8,5,2,5,6,9,10
Lupin,3,2018,2022,2,5,2,4,2,12,17
Private Eyes,5,2017,2022,7,3,1,2,17,20
Around the World in 80 Days,2,2021,2023,1,4,1,2,5
Once Upon a Time,7,2009,2016,5,3,1,2,10,14,20
Mobland,1,2025, /- ,1,4,2,12,17
Harrow,3,2018,2022,5,3,2,12,20
The Continental,1,2022,2022,5,3,2,12,17
Wolf Pack,1,2022,2022,5,3,1,2,3,12
Fallen,1,2021,2022,5,3,1,10,12
The Secret Level,1,2024,2024,5,5,2,6,7,10
The Imperfects,1,2022,2022,7,4,1,2,7,10
Interview with The Vampire,1,2022,2022,5,3,1,2,3,12
Ms. Marvel,1,2022,2022,5,2,2,7,10,5
The Gryphon,1,2022,2022,3,4,1,2,10,12
Willow,1,2022,2023,5,3,1,10,12
The Lord of the Rings : Rings of Power,2,2022,2023,5,3,2,10,12
Moon Knight,1,2022,2022,5,4,1,2,7,10
Paris Has Fallen,1,2023,2023,1,4,2,5,12
The Outpost,4,2012,2016,5,3,1,2,10,14
Vikings Valhalla,2,2022,2024,5,3,1,2,16
Black Sails,5,2011,2017,5,4,2,12,16,17
Glitch,3,2015,2018,7,4,1,5,10,12
Taboo,1,2015,2015,1,4,2,11,12,17
Vikings,6,2012,2019,5,5,1,2,12,16
The Letter for the King,1,2024, /- ,5,2,1,9,10,2
Countdown,1,2025, /- ,5,3,1,2,5,12,17
Buffy the Vampire Slayer,7,1997,2003,5,3,1,2,3,12
