Die Heart,2,2018,2020,5,4,2,5
Supernatural,15,2015,2024,5,5,2,3,5,10,12,20
Dragon Prince,7,2018,2024,5,4,1,2,6,9,10
Rookie,7,2018,2025,5,4,1,2,12,17
Shadow Hunters,3,2016,2019,5,3,1,2,3,10,12
Will Trent,3,2021, /- ,5,4,1,2,12,17
The Legend of Vox Machina,3,2021, /- ,5,5,1,2,5,6,10
The Company You Keep,1,2023,2024,5,3,1,2,12
Life on our Planet,1,2023,2024,5,4,7,13,17
Tracker,2,2024, /- ,5,3,2,12,17
Ted,1,2024,2025,5,4,5,9,10,14
Solo Leveling,2,2023, /- ,8,5,2,6,7,9,10
SurrealEstate,3,2021,2025,7,4,1,2,3,12
Teen Wolf,6,2011,2018,5,4,1,2,3
The Bondsman,1,2025, /- ,5,0,1,2,3,11
Ginny & Georgia,3,2022, /- ,5,4,1,14
Game of Thrones (GOT),8,2011,2019,5,5,1,2,10,12,16
Flash,9,2014,2025,5,4,1,2,4,7
Superman & Lois,4,2021, /- ,5,4,1,2,4,7
Supergirl,6,2015,2021,5,3,1,2,4,7
Suits,9,2011,2019,5,5,1,5,14
Lucifer,6,2016,2021,5,5,1,2,3,10,12,20
Young Sheldon,7,2017,2024,5,4,5,14,18
Friends,10,1994,2004,5,5,5,14,18
The Big Bang Theory,12,2007,2019,5,5,5,14,18
The Last of Us,2,2023, /- ,5,5,2,7,11,12
Ransom Canyon,1,2025,2025,5,0,1,2,12
Ghosts,4,2021, /- ,2,4,5,10,14,18
House of David,1,2025, /- ,5,0,1,2,14,16
Reacher,3,2023, /- ,5,4,2,12
Wild Cards,2,2024,2025,5,0,1,2,12
The Recruit,2,2024,2025,5,3,2,12
The Night Agent,2,2024,2025,5,4,2,12
Outlander,7,2014,2025,1,5,1,2,10,12,16
Poldark,5,2015,2019,1,5,1,2,14,16
S.A.S. Rogue Heroes,2,2022, /- ,1,4,2,5,16
Cruel Intentions,1,2024,2024,5,0,1,14
Tulsa King,2,2023,2025,5,3,2,12
Outer Banks,4,2020,2024,5,4,1,2,12,14
The Lincoln Lawyer,3,2022,2025,5,4,2,12,17
The Perfect Couple,1,2024,2024,5,0,1,12,14
The Umbrella Academy,4,2019,2024,5,4,2,10,12
The Boys,4,2019,2024,5,5,2,7,12
House of The Dragon,2,2024,2025,5,5,1,2,16,14,10
Billy The Kid,2,2022,2024,5,3,2,16,19
Bridgerton,3,2022, /- ,1,4,1,14
The Good Doctor,7,2017,2024,5,4,1,14
So Help Me Todd,2,2022, /- ,5,3,2,5,14,17
The Gentlemen,1,2025,2025,1,0,2,5,12,17
Quantum Leap,2,2022,2024,5,3,5,7,14
The Musketeers,3,2014,2016,1,4,1,2,12,16
Magnum P.I.,5,2018,2024,5,4,1,2,12,17
The Artful Dodger,1,2023,2023,6,4,1,2,5,16
Loki,2,2023,2024,5,5,1,2,4,7
The Lovers,1,2023,2023,5,3,1,14
One Piece (Live Action),1,2023,2023,8,5,2,9,10,17
Vampire Diaries,8,2009,2018,5,4,1,2,3,10,12
The Originals,5,2013,2018,5,4,1,2,3,10,12
Legacies,4,2018,2022,5,3,1,2,3,10,12
Red Eye,1,2024, /- ,5,0,1,2
The Order,2,2019,2020,5,3,1,2,3,12
Siren,3,2018,2022,5,3,1,2,3
Timeless,2,2016,2018,5,4,1,2,7,15
WandaVision,1,2022,2022,5,5,1,2,4,7
